2062,615,4330,1
60138,4277,122,2
78380,4399,7410,1
77795,2503,6897,2
69470,132,7579,4
90146,4194,1049,2
98063,1816,236,1
81355,6906,6017,1
99294,1617,5916,3
64788,5519,2022,4
96817,2118,1171,1
86761,6498,4511,4
64013,491,1613,1
43824,9263,8261,3
71464,3536,1859,3
14062,9579,782,4
21868,5448,8070,2
70654,2910,7989,3
17846,2600,8564,2
19266,5839,9141,4
19002,2199,7630,4
63474,4239,7097,2
69584,3639,801,1
72390,8266,5342,3
59829,46,668,3
16784,7370,997,4
54984,3629,3320,3
70237,1131,5914,4
71611,1670,8936,1
17800,61,4568,4
4159,1720,4037,3
53077,4453,1674,4
32801,6378,3847,1
5700,3514,2437,2
10670,6385,1267,1
99154,7196,5427,1
3948,5429,7838,4
75819,2168,8977,3
13037,381,7756,4
58749,4108,5521,3
79788,4850,6694,4
78395,9388,5048,3
80714,745,3126,1
64595,5614,8598,4
64635,2054,5507,4
28526,1438,9295,4
59423,6062,1273,3
66561,4195,1128,3
98575,9851,4119,3
77538,1068,5097,3
26647,4179,5859,4
41357,6901,4601,4
91810,4590,1783,2
69601,2215,3852,1
66689,7407,6442,4
69274,7197,2535,3
5481,5225,2520,3
32860,3327,8185,4
32141,1301,4114,3
24778,5148,6444,3
54463,5941,3812,4
63007,5281,4678,3
81874,5032,3351,4
81029,6501,453,3
98450,9541,1368,1
47621,1906,3584,4
80092,918,5070,2
52006,7424,3590,4
28822,351,5683,1
57436,7984,2121,2
44013,2030,4385,4
27459,4988,3870,1
11819,2152,4911,3
20093,8333,5623,1
86269,2609,5703,3
26401,3609,1959,4
1896,6642,3026,3
42353,6986,9210,4
98537,6250,1934,1
99999,2401,9701,2
72413,436,2455,3
74035,5290,2762,4
64058,5459,9796,2
85410,58,6032,4
12623,8860,4862,3
29716,366,3168,4
83163,9030,7937,1
63893,973,6258,4
83768,6212,1165,4
75242,4073,3856,4
17870,679,5537,1
51037,9170,451,3
54367,4536,931,1
66581,1418,4143,3
33830,5916,7161,3
43310,1194,3558,4
47308,8004,1258,3
68774,5695,4715,2
92835,3170,1890,3
66927,3703,6528,4
83327,7030,2014,4
54136,7053,8885,3
79567,4538,1822,2
56141,2287,674,2
89868,459,4396,2
1243,367,4016,2
53506,3873,3277,2
37027,8493,4047,3
75930,2644,2548,2
91298,2642,9709,2
45610,3459,6887,3
60512,4726,8642,4
41728,4882,4734,4
11955,2938,2930,2
27484,4817,2236,3
43934,5594,8702,3
74033,3140,2703,2
5859,6966,6635,3
98438,2629,3807,1
53893,9001,6457,3
93256,7109,684,4
4764,5882,1581,1
42461,7120,5407,4
44902,7797,6882,1
6280,430,9853,2
60660,9007,5036,1
89010,4969,8116,3
76857,6733,5518,4
99390,1737,7714,1
9232,8536,7255,1
73470,56,3151,3
58,1792,1612,1
81093,3781,5786,4
4602,7874,2558,3
29916,5966,2648,1
9893,5100,6263,3
33670,3229,2214,4
52859,8251,9007,2
34308,5136,2506,1
45884,3633,6816,2
89507,5065,1397,4
60623,8561,9844,1
97581,3916,1185,2
15570,4040,4721,2
51775,2843,8456,3
84879,1081,8515,1
88669,387,4562,3
76793,2077,438,4
85758,5364,9494,3
45037,2109,3282,4
22530,8284,2458,1
69673,4677,8714,2
23669,219,3598,2
61628,9800,136,2
39756,5916,7781,1
58750,4685,2490,3
59587,803,7654,2
20710,7842,9775,2
10705,8174,5242,1
52770,4599,4824,3
54342,4710,1170,2
93892,8308,2791,2
37436,4301,9462,1
57421,811,5264,2
79526,5516,1855,3
27581,8095,6716,4
94729,2572,9277,2
86092,4640,669,3
64299,5445,6759,3
49955,623,6984,3
98607,6529,8359,3
47942,7623,2118,4
39400,8176,6835,1
53808,9691,4235,1
99676,4745,5694,3
9480,5955,2505,2
90698,2236,1764,1
9673,5675,9491,4
28023,9046,5512,3
8224,7295,3184,1
507,8974,3622,3
49364,3150,339,1
29544,2630,7710,3
72155,3958,8092,1
91682,7350,7911,3
86254,4247,6735,2
41417,7782,9101,1
12278,317,793,2
87658,7737,9191,3
92464,9902,4139,2
97441,636,4591,2
97834,9267,1248,4
49799,2424,4001,1
19579,6848,4361,3
64144,5018,7093,3
72604,5694,46,2
58557,5396,8127,4
70832,4750,2314,4
61409,474,2749,2
89215,2618,6849,4
25674,4648,3650,1
68543,6557,1453,3
88972,329,5204,1
96249,2996,8288,1
73308,2970,760,3
42976,9567,3301,4
70634,2175,6794,1
70839,4373,785,4
33306,5321,5816,1
10108,4214,216,2
77653,7502,4889,1
29678,7985,3926,1
60030,9534,7654,4
85962,3335,1225,4
30220,8654,9492,2
86057,6278,4463,2
71074,4518,2499,3
40727,8477,3258,2
44481,1751,6604,4
84488,729,6998,1
44881,8406,6979,4
90655,6880,3568,1
28359,4157,7495,1
21200,7652,7632,4
44670,9814,8647,1
30953,2631,811,3
65500,3042,3452,4
11988,9640,1613,1
61928,194,6801,2
69221,2251,423,1
46688,9020,4843,2
17646,5991,3023,2
58804,4761,3162,4
32403,9342,9645,4
12451,8632,3320,1
9433,2948,7869,3
28085,2032,1263,1
78905,3710,145,2
58331,7754,82,4
20062,4223,9598,1
75114,320,1711,3
22313,7915,2179,2
18319,7559,5850,4
10283,6099,1052,4
12420,6796,4878,3
81907,6845,4324,4
3115,246,607,3
92542,1239,8904,3
5553,4629,2140,1
19075,5005,9677,4
60711,3368,9504,3
11460,5709,4165,2
75205,5343,3442,3
74209,6473,3591,3
19394,6534,1658,3
6270,7770,5606,1
54651,5153,7683,2
51320,7223,1660,3
82121,8254,4996,1
99948,5283,8510,4
13058,5231,3885,3
94663,1547,5924,2
97558,9822,5548,2
4735,6639,9876,1
17909,9895,4910,1
80643,7848,5796,3
20149,1633,9385,3
69358,1828,954,4
18960,1081,6608,4
32959,3168,4760,1
37915,1987,7808,2
53684,878,8419,1
60627,8240,6152,2
67801,7988,2325,3
46457,8971,8834,1
53533,2720,4955,1
84252,12,2920,1
42904,1590,8920,3
54021,2805,5414,3
57999,6371,3473,2
8496,6784,1402,1
41724,9525,8544,2
66144,8086,6228,3
1894,3941,456,3
97869,8509,5027,3
60242,7019,1988,1
97851,3781,7640,4
9317,1659,9285,1
52050,1409,8973,1
61058,9137,6893,2
90068,6427,741,4
35636,8865,6953,3
24476,5475,2214,3
33246,5615,3213,3
43760,9977,5331,3
65380,7532,4906,4
8096,9702,3117,3
71089,8234,3423,1
29301,1540,9774,4
69596,8004,6008,4
63693,4399,8016,3
45532,5069,1948,4
13316,7986,4549,4
44028,1491,6473,4
44560,5722,7544,4
51683,4718,5821,1
68093,1647,671,2
94817,9785,8955,3
84687,8964,4867,3
53382,8231,2190,4
31746,294,4559,4
58113,4463,7861,3
12468,559,6452,1
91606,5294,8617,3
80493,1028,9417,1
92900,9229,5419,3
69818,1454,8779,1
99542,3364,8577,4
45549,9616,9473,2
33242,9086,5737,1
43770,4328,9817,4
77774,3718,7699,1
748,404,2306,4
26255,2368,4567,4
65224,8790,3366,2
58493,7408,7521,3
67249,1828,1198,3
24239,9273,6052,3
64571,6815,9291,4
18510,5656,1326,1
90886,8698,4969,3
98709,4082,2736,1
22642,1953,4912,3
60157,9203,5211,1
83201,802,9122,1
12982,552,9761,3
59682,3471,132,4
44941,5738,2688,2
50583,8234,7233,4
87564,3979,2769,4
88663,2821,9824,3
44347,2878,6215,4
21353,7043,9798,4
19470,5812,8790,2
58210,7419,6736,3
97561,6699,2130,2
33487,9748,5045,3
90618,3497,1666,2
64882,494,7530,4
21657,8744,4661,4
67008,9063,3190,2
64192,8055,34,4
76244,7528,9477,4
8928,4299,9983,3
76914,6103,4512,1
55915,6186,7440,1
69598,7809,2978,3
23933,2157,4749,1
98636,6792,7447,1
54072,6793,3944,4
56494,4681,5148,3
11555,6428,9610,4
64483,4851,3631,2
80649,3416,737,4
18436,7135,3510,4
98738,8477,3277,1
47291,5929,5693,2
97805,7157,6909,1
74232,7810,9458,3
84609,3694,2142,4
95659,3327,8198,2
99713,9527,5983,4
3888,4571,3147,3
38107,4562,6076,3
98053,8267,4404,3
73311,490,3902,1
38126,2664,6817,2
99990,5663,1314,4
2893,649,247,2
43207,364,6164,1
90450,3362,88,4
66242,9492,7512,1
36169,7636,8620,1
46912,2315,9576,4
30074,3852,8908,2
16364,8745,3569,4
24781,9842,148,1
33666,9684,5748,1
24748,2827,3100,3
23984,5744,8800,4
75255,1699,824,3
60203,6198,8965,1
34602,9442,1146,4
67345,3918,8171,3
47679,929,8073,3
5763,8559,1359,2
2886,4134,9543,2
65554,3299,1341,1
455,1344,4084,4
66512,5970,2950,2
28991,3557,6497,2
13177,1454,9823,2
56476,6974,4687,1
40458,8137,5667,4
1026,3592,3965,1
66417,8070,4325,4
3701,4588,3667,4
24949,5632,9149,2
91105,3351,8127,4
22454,6471,6323,4
73351,8567,3235,4
81691,9410,7518,2
33636,4524,7066,3
46747,6389,2996,2
50382,4162,6409,4
24348,7629,4756,4
64092,5286,465,4
40499,4533,6269,1
20664,107,7405,4
96349,2211,7417,4
29443,6459,4208,3
75942,4082,4058,1
81700,1168,3622,2
11615,1938,6918,3
36699,3553,7945,4
16242,1582,3142,2
7091,7661,5512,3
1114,4637,3855,1
90900,5177,91,1
67682,4445,2514,1
56788,4202,5089,1
65625,9329,7044,2
42747,5869,3339,3
22065,5643,7857,4
67997,7010,608,2
68675,525,9828,1
93152,1475,4183,1
47197,9564,829,1
81991,4116,7209,2
1738,2123,7758,1
45551,386,2827,2
58603,937,7057,4
14607,5920,5792,4
99171,3422,6983,4
34187,7594,466,3
8619,2671,6348,1
64824,4822,955,1
32784,2989,7326,3
55830,3683,4517,4
57474,7249,5679,2
19126,2326,711,3
78727,7951,900,1
15798,3827,611,1
90120,2876,3566,2
16256,8038,2114,4
96621,7844,1225,2
110,4258,4620,1
66,9774,2919,4
66834,2938,9856,3
22368,6779,7573,2
47360,5357,8613,1
95716,380,3323,4
30761,7241,4188,4
78014,5036,4410,3
77631,650,3307,3
48283,2427,3255,4
34550,5796,4805,2
72814,3781,3376,3
25740,5606,3355,4
98237,963,5939,2
7094,2941,7597,1
57356,191,9887,4
31391,6090,4431,3
13353,9513,1147,3
28216,9323,9418,1
47956,3831,7101,1
53196,7028,1676,3
37350,1165,1360,4
96703,5002,2186,1
14716,8577,6023,4
99246,2793,4772,1
11717,2321,1252,3
80991,9010,7673,3
64890,9567,6538,2
75445,573,2463,2
89461,2013,6916,3
74912,164,175,4
62840,8228,8067,4
6705,6193,6406,1
8360,7532,1047,3
2087,8908,4479,3
15355,7916,4745,4
16655,2982,1206,3
25466,1672,7180,1
39207,57,160,3
43452,4309,3371,4
8938,5759,2347,1
66241,9030,8646,2
32558,6220,152,4
99366,5348,5097,1
94109,2929,8826,4
75936,7894,5981,2
12305,5935,1255,3
34932,4206,9418,2
14733,6211,210,1
97336,59,1110,4
79477,6899,7562,4
68797,201,7697,4
75681,5243,4712,3
17250,6336,9256,4
75209,5443,4252,2
26851,2876,9863,1
53486,3947,922,1
99180,7358,8079,4
12913,2401,4610,1
43640,1469,79,2
38608,8492,4077,3
48193,7606,7714,1
59128,9669,5283,2
52527,9974,8574,2
75008,8406,7107,3
5446,2922,917,3
14411,8635,6725,2
3581,2372,4056,4
4616,2909,7774,4
63097,5146,8253,4
78847,5687,3872,4
18686,9136,6133,4
77674,1316,1450,3
55344,191,7179,2
35090,6826,4569,2
64369,330,5757,2
29802,2832,2163,3
26715,6222,296,3
78822,5318,2800,2
87849,4444,5889,2
62356,2919,7767,3
8180,4426,4135,4
14103,5873,7056,3
82012,1033,8961,2
60896,8067,3623,2
75274,8325,5985,1
18527,4552,2555,4
25407,7392,8372,2
92588,4041,5107,3
27732,8564,9238,2
75541,3420,1705,4
41390,7688,2805,1
51886,6127,1277,2
1169,9466,1080,1
59305,7288,1271,3
10073,7406,9841,1
95419,1700,5100,1
69613,7956,8830,2
9523,2574,4675,3
60683,9564,2775,2
35308,1221,9371,3
15143,6527,2536,1
20898,1511,5963,2
9800,2460,9072,1
4148,3619,6335,4
29892,8722,5473,1
79377,4988,3861,4
2457,5540,5706,1
3488,5843,8845,1
62123,8603,4232,4
57049,8911,9267,4
16470,1231,8714,3
53644,8957,2555,4
32385,5279,1864,4
83539,155,3423,1
30595,9765,9105,4
99311,3749,5037,2
23270,8826,9109,3
27985,9729,895,2
82175,9147,6794,2
17727,6846,7912,4
18003,5731,6977,2
5858,4803,6392,1
14360,309,9774,2
49356,5461,9055,3
78665,4246,3026,3
74137,2221,7930,2
37446,3375,9802,3
96072,8298,9029,4
32506,5167,6996,4
61669,2583,1956,2
8090,5525,6487,2
50262,1730,8045,3
14021,3040,1548,3
75855,4712,57,3
43538,2301,6258,3
28675,6865,7738,2
97467,6761,6488,4
69086,8407,982,4
62225,9310,6209,1
97484,5947,8684,2
26189,571,9200,3
29828,3324,1895,3
43821,4924,5437,4
15132,8136,6087,2
7686,3165,8507,4
12657,9134,7550,4
41080,5109,3953,2
15600,2895,7267,2
21651,3910,2560,2
40563,6564,4647,1
56483,4160,1687,2
6593,6219,9482,2
86277,847,4189,2
26191,5601,1425,4
71012,6663,4608,4
78358,123,7239,4
47911,186,1676,4
27190,3698,3034,1
94540,3360,3050,4
91002,4041,2736,3
55717,8253,9071,2
40576,6516,4564,4
57143,1762,6431,1
46386,2423,9496,1
46544,8281,9596,4
83867,3599,8046,1
11575,1902,1530,4
37264,215,4354,4
68918,3544,6647,3
3096,8493,5876,1
37029,5308,2699,2
26685,2345,2234,3
2772,4927,13,1
64329,2780,4012,2
12514,6832,5480,3
94761,7703,3863,4
66755,6784,9187,2
2938,9247,2953,4
4881,567,8651,4
87243,8661,1265,1
41179,9392,4077,3
45072,6854,4266,3
32652,7161,5029,3
55829,4032,2482,1
87168,9978,3159,3
22618,3780,7507,2
80338,1006,560,3
97776,1777,3582,3
74092,4174,1631,2
50851,568,3333,3
77364,9511,1948,3
24936,5184,1901,4
32544,371,2691,1
55931,9285,1383,1
17657,578,3209,1
23900,535,6291,3
94771,5456,6641,3
45576,6919,1740,3
3508,4906,8816,3
29860,5058,7799,2
7197,7052,9329,2
36327,1987,5157,2
81212,6250,3614,1
79436,9996,4200,3
98877,5651,6785,3
10994,2259,4763,3
37414,7110,3707,2
48390,4050,4279,1
25747,4226,4123,2
74196,1359,2144,4
18173,1304,9650,1
82525,9562,76,2
63961,1342,3748,3
88704,924,5375,3
65061,9830,5842,3
71521,2083,8054,4
28170,5583,5361,1
38348,9937,2096,3
91277,1882,6942,4
57122,5526,1071,1
20877,5848,7154,4
71457,1961,706,2
28311,4421,8860,3
40356,7903,4892,2
35131,1870,7825,2
29702,9605,173,4
75815,3272,705,1
68375,2789,9111,3
35703,8305,3590,4
93760,2953,3970,2
10362,232,1010,3
11155,5201,4159,1
99279,7093,4046,4
66970,7579,1321,3
65709,399,6973,2
87742,9944,142,1
58751,7894,457,1
52074,8194,9612,3
42990,6165,657,4
84557,1850,4400,4
45021,5842,5899,3
90732,8488,6500,2
53358,544,2197,2
55587,3995,4048,4
49344,5697,8720,1
47917,5463,1083,1
20319,3703,801,3
76994,9676,6192,3
48579,4721,4357,4
96009,7520,2749,2
2811,6798,6124,2
15635,3748,6873,2
31985,7594,6868,3
92579,6063,2537,4
29323,6838,5585,3
56035,9006,9669,2
4545,3239,8593,4
90544,3451,9548,1
5672,2643,4751,3
8242,8739,7278,3
26203,4208,4055,2
69474,4485,6501,3
43565,8326,5232,1
99312,7955,9177,3
9520,9953,2512,3
4687,9862,4202,2
98157,1769,917,2
72050,1844,7218,4
52523,8064,1739,4
19784,885,3105,1
29354,8004,3678,4
37342,3212,5081,2
24002,2064,5726,2
33688,4657,94,2
58607,8299,2269,1
17831,864,8311,1
88648,7722,1880,1
97632,6246,3943,1
41735,5518,7849,2
14872,4787,2973,2
69286,8509,5531,2
54250,916,9812,4
167,6944,8976,2
96653,2820,7642,4
46636,4552,6247,2
29646,6559,2965,2
75499,5852,7375,2
61367,1697,7101,1
53447,7197,4240,4
7202,6097,484,2
20957,9806,7622,4
11097,574,1769,2
43269,1047,5954,2
29552,7103,1558,4
29386,5949,7969,2
51737,3091,791,1
88921,7264,7998,4
81603,6291,5751,4
13887,5461,4653,3
54137,6704,4937,3
69366,5108,812,3
56603,8813,6833,1
5393,7358,1632,3
36762,9963,8150,3
26157,6979,2126,3
78563,789,2990,4
2982,9955,5975,1
42688,4422,8601,2
78832,3471,6903,3
9475,2764,4798,3
71962,6583,8939,2
68098,6194,5880,3
31486,5780,4242,1
94658,6958,5226,3
81917,5328,2299,4
83319,4097,5516,3
56328,6866,7145,4
38982,4091,3092,3
57889,1898,5396,4
33867,5718,5526,2
8111,8714,6031,1
75138,4790,1246,4
98058,6617,5209,2
9490,2756,5496,4
34635,2550,4869,2
40364,2866,5611,1
86303,7126,3086,4
61763,8135,6409,4
74301,2113,4804,1
10787,2023,2490,1
98339,1311,9095,2
42051,1081,6538,2
87442,3796,2515,1
32311,5875,7594,3
99478,6641,6370,1
63967,3614,4689,1
40406,8111,9037,2
39856,8241,3703,2
46056,8438,5777,2
61391,5109,6615,1
81480,8851,5868,1
20840,5354,8668,4
28194,1599,0,3
37597,1884,8768,2
50707,2173,6716,1
57181,7363,4964,2
68563,9066,1203,2
29982,1160,5632,3
1713,6975,3339,1
50692,4124,6445,2
22972,8976,6390,4
87907,7220,4151,3
44980,8161,9934,4
76444,9803,8643,1
91676,4937,1226,2
78975,7515,4674,1
78217,4830,6237,1
30764,6849,8523,4
56737,678,3765,1
71049,980,725,4
72289,5927,1237,4
79945,1330,8823,1
8655,9473,5623,3
71443,6276,2842,4
16144,6504,4390,3
22967,1736,7425,3
78252,372,9532,2
87676,4973,8637,2
16297,706,4184,4
60460,4182,1117,2
66107,7533,4187,1
97953,520,4705,3
56168,5626,6728,2
18193,6104,1076,2
15919,8278,4851,2
75825,8216,237,3
43788,3183,6824,1
17327,310,1243,3
30050,2328,7669,3
96654,4204,401,1
9762,625,9591,1
32316,2366,818,2
38298,187,3896,3
3852,3361,7051,1
